,id,title,focus_sentence,aspect_politics,aspect_humanity,aspect_science,aspect_economy
40,d7m308-f1928hp-f14jqrh-23,CMV: Individuals decreasing their emissions have little effect on climate change,Probably the number one thing liberals could do to reduce conservatives' worry that carbon reduction would be an awful thing is for liberals to reduce their individual carbon consumption and show that you can still live a good life by doing so.,,,,
508,dfd2db-2,CMV: Corporations and the Ultra Wealthy CEOs are responsible for climate change,"When I turn on my gas grill and cook a burger from meat made on deforested land in the amazon, this is the fault of the meat industry because they gave me the burger.",,,,
198,csberj-exduvk7-exdugna-2,CMV: Celebrities and politicians that believe in climate change should adopt extreme lifestyle changes and donate bulk of their $ to the cause.,"Indeed, when it comes to climate change, the notion that mere personal lifestyle changes will make serious headway towards addressing the problem is largely farcical: the root of the problem lies in international supply chains, deep investments, and political willpower.",,,,
437,b65ulf-2,CMV: Having children is not a good solution to climate change.,"His explanation of this argument is that a larger population will lead to more creativity and innovation, which will provide better engineering solutions to climate change.",,,,
27,qps0qw-hjxm12x-hjxm12x-1,"CMV: The current pushback on the traditional Climate Change narrative where people are pointing out that the vast majority of global carbon emissions are caused by large corporations, while true, is counterproductive buck-passing and is not an effective reaction or tactic to address climate change.","delta I will concede that, thanks to your argument, I now see some value in correctly identifying large corporations as the primary world polluters because it's the only way to shift the tide of public sentiment, which would be required regardless of whether people changed their consumer habits or some government body with enough teeth actually passed meaningful legislation to force companies to change.",,,,
162,d7m308-f1928hp-f18ut36-37,CMV: Individuals decreasing their emissions have little effect on climate change,"For better or worse, global warming is a political issue; people's beliefs on the matter are political.",,,,
8,a2qerv-eb0l659-eb0cg2w-13,CMV: People should be changing their lifestyles instead of calling for government action when it comes to preventing pollution and slowing climate change.,Why should the government also not step in to regulate industries to ensure they are not creating a public safety hazard by contributing to climate change?,,,,
311,pa3sub-ha1yhpd-ha1xe2l-8,CMV: You can't prove climate change is man-made,"There is scientific theory behind how the chemicals we are pumping into the atmosphere are interacting and causing trouble, and this is where repeated experimentation has been done.",,,,
265,9gyofb-3,CMV: Climate Change is a myth crafted to distract from real problems,If we were around back then would people be trying to fill the atmosphere with as much carbon dioxide as possible?,,,,
83,dldqdm-18,CMV: The only moral thing our society can do on Climate Change is to act (globally) with an Apollo program-like spending to reduce GHG emissions as quickly as possible,"Taking into account the global public and political discourse on the subject at the moment, the rising emission from the developing countries and the growing aviation trends, I do not see any scenario that would realistically keep us below 3 degrees warming.",,,,
86,icsd8m-14,CMV: I believe that people who actively deny the problem of climate change are evil.,"These people are supporting a policy of ""do-nothing"", and this is such a basic, universal issue that I can't think of them as anything but people who are going to get me and mine killed.",,,,
52,d928tn-f1g8l40-f1enuln-5,"CMV: Right wing politics has ""politicized"" Climate Change",So no I think both sides have politicized it pretty evenly (I agree much more with the left) but I can't objectively say they haven't heavily politicized the issue for their own gain also.,,,,
417,dklnz9-36,"CmV: The discussion should be about pollution, not climate change.","Edit: to respond to everyone citing ""97% of climate scientists agree that climate change is mainly anthropogenic"" here you go.",,,,
384,digyqk-f3wgwtb-f3wetbr-15,CMV: Accusations towards developing countries to do more about climate change are ridiculous,Cutting consumption now and transitioning to renewables is harder in the US now because of decisions made decades ago.,,,,
410,lcge08-20,CMV: the fight against climate change will be impossible because of compromises.,"I fear that, even with the increase of capabilities, renewables still couldn't supply because the demand also increased.",,,,
338,f4gi9s-fhqpx3t-fhqj6lb-0,CMV: I don't totally trust the 97% Climate Change Consensus,Regarding the term consensus: the reason members of the climate science community say a 97% consensus is because this particular community addresses things in terms of hypotheses and data.,,,,
92,csberj-1,CMV: Celebrities and politicians that believe in climate change should adopt extreme lifestyle changes and donate bulk of their $ to the cause.,"Many mega-rich celebrities and politicians love to talk about climate change, but most of these same people seem to make little to no significant change in their personal lifestyle or use their considerable resources to effect change.",,,,
326,blfh5d-emp7pg5-emp6oo4-2,CMV: you can't have a serious plan to reverse climate change without nuclear energy being a central power source,"I do research in this area so lets see if I can't take a crack at it: So first off let me just say that you CAN have a green-er energy sector with significant levels of nuclear, I don't disagree with you there but there are pretty big operational and economic hurdles that mean it's not quite so easy.",,,,
339,f4gi9s-fhqpx3t-fhqj6lb-2,CMV: I don't totally trust the 97% Climate Change Consensus,"In science, facts or observations are explained by a hypothesis (a statement of a possible explanation for some natural phenomenon), which can then be tested and retested until it is refuted (or disproved).",,,,
44,hxxntu-fza2zvd-fz9vx0z-2,"CMV: If you truly believe that climate change is an existential threat but you still live like a first world citizen, you either selfishly don't think it will significantly affect you, or you are a hypocrite.","Reducing our CO2 output in the 1st world, will not significantly impact the course of climate change when considering the real world situations countries are in.",,,,
369,dso9r0-f6qwaps-f6qs4c6-31,"CMV: Because climate change represents an existential crisis for humanity, it is a morally legitimate casus belli for war with high polluting countries and mandatory population control in high birth rate countries.",It's going to take time and money to overhaul the existing grid and deploy technologies to extend renewable power to meet demand.,,,,
406,j7vw7u-14,CMV: Whether climate change is man-made or not is irrelevant.,"If all our electricity came from renewables, we could still surf the web, go to the cinema, use our mobile phones, but we'd remove the risks of increasing energy prices as fossil fuels inevitable become more scarce.",,,,
19,odc0e9-h4062z8-h403qwh-1,CMV: Worrying about climate change is a waste of emotional energy,Basically 3-4 billion people are currently living in places that are at risk from becoming uninhabitable from climate change.,,,,
23,qps0qw-hjxm12x-hjw76pu-11,"CMV: The current pushback on the traditional Climate Change narrative where people are pointing out that the vast majority of global carbon emissions are caused by large corporations, while true, is counterproductive buck-passing and is not an effective reaction or tactic to address climate change.","I feel it's not unfair to speculate that the reason the French government was able to pass such large budget increases for things like bicycle lanes is because that was supported by large changes in the daily habits of French people, e.g. cycling more.",,,,
380,fbf3sw-fj4yg8f-fj4yg8f-14,CMV: The matrix would be the ultimate solution for climate changes and overpopulation.,We can also use renewable energy and nuclear power (hopefully fusion) since the power requirement would be centralized rather than in each home.,,,,
34,qusgx7-hkselpq-hksd6w1-9,CMV: Fearing the future effects of climate change is not a good excuse for not having kids,"I will speak first to some of your statements that I believe underestimates the effect to which climate change could be consequential: >Droughts and more severe disasters will lead to refugees and migrations, yes, but our ability to house the victims of climate crises has alwaysbeen an organization/political problem.",,,,
336,9gyofb-e67w40f-e67us70-0,CMV: Climate Change is a myth crafted to distract from real problems,Here's a [primer on climate change] from one of the top oceanographic research institutes in the world.,,,,
